question,symbol,target_price,direction,price_at_entry,vol,prob_predicted,actual_outcome,brier,volume,end_date,entry_days_before,already_hit
"Will Bitcoin reach $140,000 by January 31, 2025?",BTC,140000.0,above,104850.27,0.551,0.0073,0.0,0.0001,1474130.98,2025-01-31,7,False
"Will Bitcoin reach $130,000 by January 31, 2025?",BTC,130000.0,above,104850.27,0.551,0.0321,0.0,0.001,2651848.86,2025-01-31,7,False
"Will Bitcoin reach $120,000 by January 31, 2025?",BTC,120000.0,above,104850.27,0.551,0.1142,0.0,0.0131,5387416.84,2025-01-31,7,False
"Will Bitcoin dip to $90,000 by January 31, 2025?",BTC,90000.0,below,104850.27,0.551,0.0797,1.0,0.847,1979487.22,2025-01-31,7,False
"Will Bitcoin reach $110,000 by January 31, 2025?",BTC,110000.0,above,104850.27,0.551,0.3244,0.0,0.1052,8061597.74,2025-01-31,7,False
"Will Bitcoin reach $105,000 by January 31, 2025?",BTC,105000.0,above,104850.27,0.551,0.5099,1.0,0.2402,1791791.55,2025-01-31,7,False
"Will Bitcoin reach $100,000 by January 31, 2025?",BTC,100000.0,above,104850.27,0.551,0.6972,1.0,0.0917,329072.13,2025-01-31,7,True
"Will Bitcoin dip to $85,000 by January 31, 2025?",BTC,85000.0,below,104850.27,0.551,0.0309,0.0,0.001,3817183.76,2025-01-31,7,False
"Will Bitcoin dip to $80,000 by January 31, 2025?",BTC,80000.0,below,104850.27,0.551,0.0093,0.0,0.0001,1779005.07,2025-01-31,7,False
"Will Bitcoin dip to $70,000 by January 31, 2025?",BTC,70000.0,below,104850.27,0.551,0.0003,0.0,0.0,884982.66,2025-01-31,7,False
"Will Bitcoin dip to $60,000 by January 31, 2025?",BTC,60000.0,below,104850.27,0.551,0.0,0.0,0.0,317929.37,2025-01-31,7,False
"Will Bitcoin dip to $50,000 by January 31, 2025?",BTC,50000.0,below,104850.27,0.551,0.0,0.0,0.0,468637.23,2025-01-31,7,False
"Will Ethereum reach $6,000 in January?",ETH,6000.0,above,2814.28,0.6481,0.0,0.0,0.0,13219840.03,2026-02-01,7,False
"Will Ethereum dip to $1,000 in January?",ETH,1000.0,below,2814.28,0.6481,0.0,0.0,0.0,1459419.58,2026-02-01,7,False
"Will Ethereum reach $4,600 in January?",ETH,4600.0,above,2814.28,0.6481,0.0001,0.0,0.0,3601546.67,2026-02-01,7,False
"Will Ethereum reach $4,400 in January?",ETH,4400.0,above,2814.28,0.6481,0.0004,0.0,0.0,949663.09,2026-02-01,7,False
"Will Ethereum reach $4,200 in January?",ETH,4200.0,above,2814.28,0.6481,0.0013,0.0,0.0,814342.75,2026-02-01,7,False
"Will Ethereum reach $4,000 in January?",ETH,4000.0,above,2814.28,0.6481,0.0037,0.0,0.0,934550.41,2026-02-01,7,False
"Will Ethereum reach $3,800 in January?",ETH,3800.0,above,2814.28,0.6481,0.0099,0.0,0.0001,1149779.39,2026-02-01,7,False
"Will Ethereum reach $3,600 in January?",ETH,3600.0,above,2814.28,0.6481,0.0248,0.0,0.0006,1837692.48,2026-02-01,7,False
"Will Ethereum reach $3,400 in January?",ETH,3400.0,above,2814.28,0.6481,0.0578,1.0,0.8877,792714.73,2026-02-01,7,False
"Will Ethereum dip to $2,000 in January?",ETH,2000.0,below,2814.28,0.6481,0.0093,0.0,0.0001,1341484.89,2026-02-01,7,False
"Will Ethereum reach $3,200 in January?",ETH,3200.0,above,2814.28,0.6481,0.1242,1.0,0.7671,180604.43,2026-02-01,7,False
"Will Ethereum dip to $2,200 in January?",ETH,2200.0,below,2814.28,0.6481,0.0441,0.0,0.0019,1213247.56,2026-02-01,7,False
"Will Ethereum dip to $2,800 in January?",ETH,2800.0,below,2814.28,0.6481,0.5522,1.0,0.2006,1538547.26,2026-02-01,7,False
"Will Ethereum dip to $2,600 in January?",ETH,2600.0,below,2814.28,0.6481,0.3019,1.0,0.4873,1995312.89,2026-02-01,7,False
"Will Ethereum dip to $2,400 in January?",ETH,2400.0,below,2814.28,0.6481,0.1346,1.0,0.7488,1703286.21,2026-02-01,7,False
"Will Ethereum dip to $1,400 in January?",ETH,1400.0,below,2814.28,0.6481,0.0,0.0,0.0,241376.85,2026-02-01,7,False
"Will Ethereum dip to $1,800 in January?",ETH,1800.0,below,2814.28,0.6481,0.0011,0.0,0.0,673284.88,2026-02-01,7,False
"Will Ethereum dip to $1,600 in January?",ETH,1600.0,below,2814.28,0.6481,0.0001,0.0,0.0,453363.5,2026-02-01,7,False
"Will Ethereum dip to $1,200 in January?",ETH,1200.0,below,2814.28,0.6481,0.0,0.0,0.0,283455.0,2026-02-01,7,False
"Will Bitcoin reach $200,000 by February 28, 2025?",BTC,200000.0,above,96157.03,0.5254,0.0,0.0,0.0,2552262.51,2025-02-28,7,False
"Will Bitcoin dip to $100,000 by February 28, 2025?",BTC,100000.0,below,96157.03,0.5254,0.706,1.0,0.0864,523398.77,2025-02-28,7,True
"Will Bitcoin reach $115,000 by February 28, 2025?",BTC,115000.0,above,96157.03,0.5254,0.039,0.0,0.0015,1673416.72,2025-02-28,7,False
"Will Bitcoin reach $150,000 by February 28, 2025?",BTC,150000.0,above,96157.03,0.5254,0.0,0.0,0.0,2466487.97,2025-02-28,7,False
"Will Bitcoin reach $140,000 by February 28, 2025?",BTC,140000.0,above,96157.03,0.5254,0.0003,0.0,0.0,1419063.45,2025-02-28,7,False
"Will Bitcoin dip to $75,000 by February 28, 2025?",BTC,75000.0,below,96157.03,0.5254,0.016,0.0,0.0003,4827244.36,2025-02-28,7,False
"Will Bitcoin reach $120,000 by February 28, 2025?",BTC,120000.0,above,96157.03,0.5254,0.017,0.0,0.0003,1923224.42,2025-02-28,7,False
"Will Bitcoin reach $110,000 by February 28, 2025?",BTC,110000.0,above,96157.03,0.5254,0.0829,0.0,0.0069,3128689.64,2025-02-28,7,False
"Will Bitcoin dip to $95,000 by February 28, 2025?",BTC,95000.0,below,96157.03,0.5254,0.4998,1.0,0.2502,757029.89,2025-02-28,7,False
"Will Bitcoin dip to $90,000 by February 28, 2025?",BTC,90000.0,below,96157.03,0.5254,0.2846,1.0,0.5118,4420019.42,2025-02-28,7,False
"Will Bitcoin reach $130,000 by February 28, 2025?",BTC,130000.0,above,96157.03,0.5254,0.0026,0.0,0.0,1759546.04,2025-02-28,7,False
"Will Bitcoin dip to $60,000 by February 28, 2025?",BTC,60000.0,below,96157.03,0.5254,0.0,0.0,0.0,1702994.18,2025-02-28,7,False
"Will Bitcoin dip to $85,000 by February 28, 2025?",BTC,85000.0,below,96157.03,0.5254,0.1393,1.0,0.7408,4737626.79,2025-02-28,7,False
Will Bitcoin dip to $100K in July?,BTC,100000.0,below,117633.27,0.3442,0.01,0.0,0.0001,2366320.44,2025-08-01,7,False
Will Bitcoin dip to $95K in July?,BTC,95000.0,below,117633.27,0.3442,0.0014,0.0,0.0,1589315.05,2025-08-01,7,False
Will Bitcoin dip to $90K in July?,BTC,90000.0,below,117633.27,0.3442,0.0001,0.0,0.0,863046.64,2025-08-01,7,False
Will Bitcoin dip to $60K in July?,BTC,60000.0,below,117633.27,0.3442,0.0,0.0,0.0,1271745.9,2025-08-01,7,False
Will Bitcoin reach $140K in July?,BTC,140000.0,above,117633.27,0.3442,0.0107,0.0,0.0001,2052833.27,2025-08-01,7,False
Will Bitcoin reach $130K in July?,BTC,130000.0,above,117633.27,0.3442,0.0887,0.0,0.0079,0.0,2025-08-01,7,False
Will Bitcoin reach $200K in July?,BTC,200000.0,above,117633.27,0.3442,0.0,0.0,0.0,4612360.04,2025-08-01,7,False
Will Bitcoin reach $150K in July?,BTC,150000.0,above,117633.27,0.3442,0.0007,0.0,0.0,5372746.65,2025-08-01,7,False
Will Bitcoin reach $120K in July?,BTC,120000.0,above,117633.27,0.3442,0.41,1.0,0.3481,2488473.07,2025-08-01,7,False
Will Bitcoin reach $115K in July?,BTC,115000.0,above,117633.27,0.3442,0.6849,1.0,0.0993,1208534.98,2025-08-01,7,True
Will Bitcoin reach $110K in July?,BTC,110000.0,below,117633.27,0.3442,0.1364,1.0,0.7458,622625.81,2025-08-01,7,False
Will Bitcoin hit $100k in November?,BTC,100000.0,above,97778.77,0.5365,0.4479,0.0,0.2006,28587434.43,2024-11-30,7,False
Will Ethereum reach $8000 in October?,ETH,8000.0,above,3954.52,0.6717,0.0,0.0,0.0,3900458.87,2025-11-01,7,False
Will Ethereum reach $6000 in October?,ETH,6000.0,above,3954.52,0.6717,0.0015,0.0,0.0,2031198.06,2025-11-01,7,False
Will Ethereum reach $5600 in October?,ETH,5600.0,above,3954.52,0.6717,0.0061,0.0,0.0,998599.89,2025-11-01,7,False
Will Ethereum reach $5400 in October?,ETH,5400.0,above,3954.52,0.6717,0.0116,0.0,0.0001,2256173.96,2025-11-01,7,False
Will Ethereum reach $5200 in October?,ETH,5200.0,above,3954.52,0.6717,0.0216,0.0,0.0005,1356233.58,2025-11-01,7,False
Will Ethereum reach $5000 in October?,ETH,5000.0,above,3954.52,0.6717,0.0389,0.0,0.0015,4662515.13,2025-11-01,7,False
Will Ethereum reach $4800 in October?,ETH,4800.0,above,3954.52,0.6717,0.0676,0.0,0.0046,4087360.81,2025-11-01,7,False
Will Ethereum reach $4600 in October?,ETH,4600.0,above,3954.52,0.6717,0.1131,1.0,0.7866,279825.67,2025-11-01,7,False
Will Ethereum reach $4400 in October?,ETH,4400.0,above,3954.52,0.6717,0.1821,1.0,0.669,29696.17,2025-11-01,7,False
Will Ethereum reach $4200 in October?,ETH,4200.0,above,3954.52,0.6717,0.2824,1.0,0.5149,920.0,2025-11-01,7,False
Will Ethereum dip to $4000 in October?,ETH,4000.0,below,3954.52,0.6717,0.5758,1.0,0.1799,871741.39,2025-11-01,7,True
Will Ethereum dip to $3800 in October?,ETH,3800.0,below,3954.52,0.6717,0.3957,1.0,0.3652,438426.22,2025-11-01,7,False
Will Ethereum dip to $3600 in October?,ETH,3600.0,below,3954.52,0.6717,0.2489,1.0,0.5642,1785144.84,2025-11-01,7,False
Will Ethereum dip to $3400 in October?,ETH,3400.0,below,3954.52,0.6717,0.1409,0.0,0.0198,1610099.42,2025-11-01,7,False
Will Ethereum dip to $3200 in October?,ETH,3200.0,below,3954.52,0.6717,0.0691,0.0,0.0048,687999.63,2025-11-01,7,False
Will Ethereum dip to $3000 in October?,ETH,3000.0,below,3954.52,0.6717,0.0282,0.0,0.0008,721641.58,2025-11-01,7,False
Will Ethereum dip to $2800 in October?,ETH,2800.0,below,3954.52,0.6717,0.0091,0.0,0.0001,460953.38,2025-11-01,7,False
Will Ethereum dip to $2600 in October?,ETH,2600.0,below,3954.52,0.6717,0.0022,0.0,0.0,591717.69,2025-11-01,7,False
Will Ethereum dip to $2000 in October?,ETH,2000.0,below,3954.52,0.6717,0.0,0.0,0.0,757755.13,2025-11-01,7,False
Will Bitcoin dip to $40k in April?,BTC,40000.0,below,93740.92,0.5661,0.0,0.0,0.0,590802.94,2025-04-30,7,False
Will Bitcoin reach $95k in April?,BTC,95000.0,above,93740.92,0.5661,0.4239,1.0,0.3319,3322650.19,2025-04-30,7,False
Will Bitcoin reach $200k in April?,BTC,200000.0,above,93740.92,0.5661,0.0,0.0,0.0,2288816.82,2025-04-30,7,False
Will Bitcoin reach $120k in April?,BTC,120000.0,above,93740.92,0.5661,0.017,0.0,0.0003,1325492.86,2025-04-30,7,False
Will Bitcoin reach $110k in April?,BTC,110000.0,above,93740.92,0.5661,0.0751,0.0,0.0056,2892790.58,2025-04-30,7,False
Will Bitcoin reach $150k in April?,BTC,150000.0,above,93740.92,0.5661,0.0001,0.0,0.0,1144025.91,2025-04-30,7,False
Will Bitcoin reach $100k in April?,BTC,100000.0,above,93740.92,0.5661,0.2531,0.0,0.0641,5083115.72,2025-04-30,7,False
Will Bitcoin reach $85k in April?,BTC,85000.0,below,93740.92,0.5661,0.1933,1.0,0.6508,83999.48,2025-04-30,7,False
Will Bitcoin reach $90k in April?,BTC,90000.0,above,93740.92,0.5661,0.6434,1.0,0.1272,2170257.73,2025-04-30,7,True
Will Bitcoin dip to $60k in April?,BTC,60000.0,below,93740.92,0.5661,0.0002,0.0,0.0,1524218.04,2025-04-30,7,False
Will Bitcoin dip to $80k in April?,BTC,80000.0,below,93740.92,0.5661,0.0879,1.0,0.832,720405.15,2025-04-30,7,False
Will Bitcoin dip to $75k in April?,BTC,75000.0,below,93740.92,0.5661,0.0314,1.0,0.9381,1055903.04,2025-04-30,7,False
Will Bitcoin dip to $70k in April?,BTC,70000.0,below,93740.92,0.5661,0.0082,0.0,0.0001,3733645.75,2025-04-30,7,False
Will Bitcoin dip to $50k in April?,BTC,50000.0,below,93740.92,0.5661,0.0,0.0,0.0,755978.24,2025-04-30,7,False
Will Bitcoin reach $150K in June?,BTC,150000.0,above,105419.39,0.4248,0.0001,0.0,0.0,3930132.87,2025-06-30,7,False
Will Bitcoin reach $120K in June?,BTC,120000.0,above,105419.39,0.4248,0.0627,0.0,0.0039,4400436.53,2025-06-30,7,False
Will Bitcoin reach $110K in June?,BTC,110000.0,above,105419.39,0.4248,0.2779,1.0,0.5214,686633.72,2025-06-30,7,False
Will Bitcoin dip to $100K in June?,BTC,100000.0,below,105419.39,0.4248,0.2611,1.0,0.546,3251032.73,2025-06-30,7,False
Will Bitcoin dip to $95K in June?,BTC,95000.0,below,105419.39,0.4248,0.1145,0.0,0.0131,2978382.46,2025-06-30,7,False
Will Bitcoin dip to $60K in June?,BTC,60000.0,below,105419.39,0.4248,0.0,0.0,0.0,1297284.69,2025-06-30,7,False
Will Bitcoin reach $115K in June?,BTC,115000.0,above,105419.39,0.4248,0.1395,0.0,0.0195,5337732.56,2025-06-30,7,False
Will Bitcoin dip to $90K in June?,BTC,90000.0,below,105419.39,0.4248,0.0384,0.0,0.0015,3294669.64,2025-06-30,7,False
"Will Ethereum reach $7,000 in November?",ETH,7000.0,above,2952.59,0.7757,0.0,0.0,0.0,2751246.64,2025-12-01,7,False
"Will Ethereum reach $5,400 in November?",ETH,5400.0,above,2952.59,0.7757,0.0001,0.0,0.0,690236.78,2025-12-01,7,False
"Will Ethereum reach $5,000 in November?",ETH,5000.0,above,2952.59,0.7757,0.0004,0.0,0.0,1201286.32,2025-12-01,7,False
"Will Ethereum reach $4,600 in November?",ETH,4600.0,above,2952.59,0.7757,0.0021,0.0,0.0,468954.75,2025-12-01,7,False
"Will Ethereum reach $4,200 in November?",ETH,4200.0,above,2952.59,0.7757,0.0094,0.0,0.0001,951672.67,2025-12-01,7,False
"Will Ethereum dip to $3,800 in November?",ETH,3800.0,below,2952.59,0.7757,0.9626,1.0,0.0014,88176.54,2025-12-01,7,True
"Will Ethereum dip to $3,400 in November?",ETH,3400.0,below,2952.59,0.7757,0.8733,1.0,0.0161,986874.71,2025-12-01,7,True
"Will Ethereum dip to $3,000 in November?",ETH,3000.0,below,2952.59,0.7757,0.6426,1.0,0.1277,1870700.17,2025-12-01,7,True
"Will Ethereum dip to $2,600 in November?",ETH,2600.0,below,2952.59,0.7757,0.255,0.0,0.065,2020320.29,2025-12-01,7,False
"Will Ethereum dip to $2,200 in November?",ETH,2200.0,below,2952.59,0.7757,0.0502,0.0,0.0025,1509640.2,2025-12-01,7,False
"Will Ethereum reach $5,600 in November?",ETH,5600.0,above,2952.59,0.7757,0.0,0.0,0.0,1988289.46,2025-12-01,7,False
"Will Ethereum reach $5,200 in November?",ETH,5200.0,above,2952.59,0.7757,0.0002,0.0,0.0,1136472.11,2025-12-01,7,False
"Will Ethereum reach $4,800 in November?",ETH,4800.0,above,2952.59,0.7757,0.0009,0.0,0.0,987553.16,2025-12-01,7,False
"Will Ethereum reach $4,400 in November?",ETH,4400.0,above,2952.59,0.7757,0.0044,0.0,0.0,703488.35,2025-12-01,7,False
"Will Ethereum reach $4,000 in November?",ETH,4000.0,above,2952.59,0.7757,0.019,0.0,0.0004,3006436.19,2025-12-01,7,False
"Will Ethereum dip to $3,600 in November?",ETH,3600.0,below,2952.59,0.7757,0.9296,1.0,0.005,132606.34,2025-12-01,7,True
"Will Ethereum dip to $3,200 in November?",ETH,3200.0,below,2952.59,0.7757,0.7824,1.0,0.0474,189477.66,2025-12-01,7,True
"Will Ethereum dip to $2,800 in November?",ETH,2800.0,below,2952.59,0.7757,0.4379,1.0,0.316,1644548.89,2025-12-01,7,False
"Will Ethereum dip to $2,400 in November?",ETH,2400.0,below,2952.59,0.7757,0.127,0.0,0.0161,1736973.38,2025-12-01,7,False
"Will Ethereum dip to $2,000 in November?",ETH,2000.0,below,2952.59,0.7757,0.0144,0.0,0.0002,1073515.07,2025-12-01,7,False
Will Bitcoin reach $200K in August?,BTC,200000.0,above,110127.74,0.3216,0.0,0.0,0.0,3099334.46,2025-09-01,7,False
Will Bitcoin reach $150K in August?,BTC,150000.0,above,110127.74,0.3216,0.0,0.0,0.0,2607781.58,2025-09-01,7,False
Will Bitcoin reach $135K in August?,BTC,135000.0,above,110127.74,0.3216,0.0011,0.0,0.0,2151999.55,2025-09-01,7,False
Will Bitcoin reach $130K in August?,BTC,130000.0,above,110127.74,0.3216,0.0057,0.0,0.0,1681807.39,2025-09-01,7,False
Will Bitcoin reach $125K in August?,BTC,125000.0,above,110127.74,0.3216,0.023,0.0,0.0005,2930965.17,2025-09-01,7,False
Will Bitcoin reach $120K in August?,BTC,120000.0,above,110127.74,0.3216,0.0759,1.0,0.8539,438657.67,2025-09-01,7,False
Will Bitcoin reach $117K in August?,BTC,117000.0,above,110127.74,0.3216,0.1404,1.0,0.739,404015.25,2025-09-01,7,False
Will Bitcoin dip to $114K in August?,BTC,114000.0,below,110127.74,0.3216,0.7584,1.0,0.0584,1878.88,2025-09-01,7,True
Will Bitcoin dip to $112K in August?,BTC,112000.0,below,110127.74,0.3216,0.6652,1.0,0.1121,143535.89,2025-09-01,7,True
Will Bitcoin dip to $110K in August?,BTC,110000.0,below,110127.74,0.3216,0.5464,1.0,0.2057,2407006.17,2025-09-01,7,False
Will Bitcoin dip to $105K in August?,BTC,105000.0,below,110127.74,0.3216,0.248,0.0,0.0615,2302368.58,2025-09-01,7,False
Will Bitcoin dip to $100K in August?,BTC,100000.0,below,110127.74,0.3216,0.0839,0.0,0.007,1680233.15,2025-09-01,7,False
Will Bitcoin dip to $95K in August?,BTC,95000.0,below,110127.74,0.3216,0.0185,0.0,0.0003,815320.31,2025-09-01,7,False
Will Bitcoin dip to $90K in August?,BTC,90000.0,below,110127.74,0.3216,0.0023,0.0,0.0,669912.79,2025-09-01,7,False
Will Bitcoin dip to $80K in August?,BTC,80000.0,below,110127.74,0.3216,0.0,0.0,0.0,1007853.5,2025-09-01,7,False
Will Bitcoin reach $200K in September?,BTC,200000.0,above,113348.17,0.3036,0.0,0.0,0.0,5041865.05,2025-10-01,7,False
Will Bitcoin reach $135K in September?,BTC,135000.0,above,113348.17,0.3036,0.0037,0.0,0.0,1105319.59,2025-10-01,7,False
Will Bitcoin reach $125K in September?,BTC,125000.0,above,113348.17,0.3036,0.0594,0.0,0.0035,1632401.46,2025-10-01,7,False
Will Bitcoin reach $116K in September?,BTC,116000.0,above,113348.17,0.3036,0.3409,1.0,0.4344,464458.96,2025-10-01,7,False
Will Bitcoin reach $112K in September?,BTC,112000.0,above,113348.17,0.3036,0.6025,1.0,0.158,155020.74,2025-10-01,7,True
Will Bitcoin dip to $107K in September?,BTC,107000.0,below,113348.17,0.3036,0.1579,0.0,0.0249,1413192.04,2025-10-01,7,False
Will Bitcoin dip to $103K in September?,BTC,103000.0,below,113348.17,0.3036,0.0585,0.0,0.0034,700722.32,2025-10-01,7,False
Will Bitcoin dip to $95K in September?,BTC,95000.0,below,113348.17,0.3036,0.003,0.0,0.0,596907.55,2025-10-01,7,False
Will Bitcoin dip to $85K in September?,BTC,85000.0,below,113348.17,0.3036,0.0,0.0,0.0,343825.79,2025-10-01,7,False
Will Bitcoin dip to $70K in September?,BTC,70000.0,below,113348.17,0.3036,0.0,0.0,0.0,922363.47,2025-10-01,7,False
Will Bitcoin reach $150K in September?,BTC,150000.0,above,113348.17,0.3036,0.0,0.0,0.0,2075061.25,2025-10-01,7,False
Will Bitcoin reach $130K in September?,BTC,130000.0,above,113348.17,0.3036,0.0166,0.0,0.0003,1286608.43,2025-10-01,7,False
Will Bitcoin reach $120K in September?,BTC,120000.0,above,113348.17,0.3036,0.1703,0.0,0.029,2424137.26,2025-10-01,7,False
Will Bitcoin reach $114K in September?,BTC,114000.0,above,113348.17,0.3036,0.4642,1.0,0.2871,279696.0,2025-10-01,7,False
Will Bitcoin reach $110K in September?,BTC,110000.0,above,113348.17,0.3036,0.7157,1.0,0.0808,2564850.61,2025-10-01,7,True
Will Bitcoin dip to $105K in September?,BTC,105000.0,below,113348.17,0.3036,0.0994,0.0,0.0099,970196.72,2025-10-01,7,False
Will Bitcoin dip to $100K in September?,BTC,100000.0,below,113348.17,0.3036,0.0228,0.0,0.0005,720274.73,2025-10-01,7,False
Will Bitcoin dip to $90K in September?,BTC,90000.0,below,113348.17,0.3036,0.0002,0.0,0.0,415661.55,2025-10-01,7,False
Will Bitcoin dip to $80K in September?,BTC,80000.0,below,113348.17,0.3036,0.0,0.0,0.0,627892.44,2025-10-01,7,False
Will Bitcoin hit $100k in 2024?,BTC,100000.0,above,94764.56,0.559,0.2841,1.0,0.5125,22807235.89,2024-12-30,7,False
"Will Ethereum dip to $3,500.00 by March 31?",ETH,3500.0,below,2081.62,0.9182,0.9978,1.0,0.0,59017.33,2025-03-31,7,True
"Will Ethereum dip to $3,000.00 by March 31?",ETH,3000.0,below,2081.62,0.9182,0.9824,1.0,0.0003,283741.35,2025-03-31,7,True
"Will Ethereum hit $8,000.00 by March 31?",ETH,8000.0,above,2081.62,0.9182,0.0,0.0,0.0,1997354.62,2025-03-31,7,False
"Will Ethereum hit $7,000.00 by March 31?",ETH,7000.0,above,2081.62,0.9182,0.0,0.0,0.0,1683521.64,2025-03-31,7,False
"Will Ethereum hit $6,000.00 by March 31?",ETH,6000.0,above,2081.62,0.9182,0.0,0.0,0.0,1523652.75,2025-03-31,7,False
"Will Ethereum hit $5,000.00 by March 31?",ETH,5000.0,above,2081.62,0.9182,0.0,0.0,0.0,2701392.06,2025-03-31,7,False
"Will Ethereum hit $4,500.00 by March 31?",ETH,4500.0,above,2081.62,0.9182,0.0,0.0,0.0,3519383.48,2025-03-31,7,False
"Will Ethereum dip to $1,000.00 by March 31?",ETH,1000.0,below,2081.62,0.9182,0.0002,0.0,0.0,647894.48,2025-03-31,7,False
"Will Ethereum dip to $2,000.00 by March 31?",ETH,2000.0,below,2081.62,0.9182,0.4997,1.0,0.2503,603246.33,2025-03-31,7,False
"Will Ethereum dip to $1,500.00 by March 31?",ETH,1500.0,below,2081.62,0.9182,0.0618,0.0,0.0038,1190608.07,2025-03-31,7,False
"Will Ethereum dip to $1,900.00 by March 31?",ETH,1900.0,below,2081.62,0.9182,0.3721,1.0,0.3943,210228.7,2025-03-31,7,False
"Will Ethereum dip to $1,800.00 by March 31?",ETH,1800.0,below,2081.62,0.9182,0.265,1.0,0.5402,179751.5,2025-03-31,7,False
"Will Ethereum hit $2,800.00 again by March 31?",ETH,2800.0,above,2081.62,0.9182,0.038,0.0,0.0014,591187.54,2025-03-31,7,False
"Will Ethereum hit $3,000.00 again by March 31?",ETH,3000.0,above,2081.62,0.9182,0.0176,0.0,0.0003,583176.4,2025-03-31,7,False
"Will Ethereum hit $3,500.00 again by March 31?",ETH,3500.0,above,2081.62,0.9182,0.0022,0.0,0.0,857024.54,2025-03-31,7,False
"Will Ethereum hit $2,600.00 again by March 31?",ETH,2600.0,above,2081.62,0.9182,0.0784,0.0,0.0061,1082207.46,2025-03-31,7,False
Will Ethereum reach $4600 in August?,ETH,4600.0,above,4377.02,0.7008,0.3601,1.0,0.4094,1330271.2,2025-09-01,7,False
Will Ethereum reach $4400 in August?,ETH,4400.0,above,4377.02,0.7008,0.5038,1.0,0.2462,743482.83,2025-09-01,7,False
Will Ethereum reach $4200 in August?,ETH,4200.0,above,4377.02,0.7008,0.6516,1.0,0.1214,439203.8,2025-09-01,7,True
Will Ethereum reach $4000 in August?,ETH,4000.0,below,4377.02,0.7008,0.2305,1.0,0.5922,342338.86,2025-09-01,7,False
Will Ethereum reach $3900 in August?,ETH,3900.0,below,4377.02,0.7008,0.182,1.0,0.6691,124537.48,2025-09-01,7,False
Will Ethereum reach $3800 in August?,ETH,3800.0,below,4377.02,0.7008,0.1404,1.0,0.7388,211181.89,2025-09-01,7,False
Will Ethereum dip to $3500 in August?,ETH,3500.0,below,4377.02,0.7008,0.0543,1.0,0.8944,242.86,2025-09-01,7,False
Will Ethereum dip to $3400 in August?,ETH,3400.0,below,4377.02,0.7008,0.0369,1.0,0.9275,56016.65,2025-09-01,7,False
Will Ethereum dip to $3300 in August?,ETH,3300.0,below,4377.02,0.7008,0.0241,0.0,0.0006,1523020.87,2025-09-01,7,False
Will Ethereum dip to $3200 in August?,ETH,3200.0,below,4377.02,0.7008,0.015,0.0,0.0002,641775.26,2025-09-01,7,False
